 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2008-2010
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"Total"
"315720 Santa Bárbara";33233,55;23969,89;25787,98;28133,24;35859,55;40156,20;36484,44;36899,07;37993,55;32345,55;34724,99;37055,71;41502,43;40255,95;46676,95;79385,45;48684,99;40489,57;48085,59;51346,60;51093,08;55018,57;47932,27;54880,05;52453,97;51211,80;66751,35;59324,73;68048,97;63366,07;74470,89;67044,20;71156,66;75153,25;65461,24;66402,57;1788840,92
"315725 Santa Bárbara do Leste";26007,39;27914,15;25070,19;27232,15;24264,26;21561,45;28953,52;26333,35;23070,77;25435,51;30736,53;30852,70;30638,08;31397,83;31702,78;28249,32;26865,07;32564,07;32952,77;34777,51;35862,06;30815,02;31114,50;38561,24;35169,12;39139,75;46130,75;41508,12;49407,16;44039,20;33973,44;37265,19;35472,88;39878,97;41785,63;42912,11;1189614,54
"315727 Santa Bárbara do Monte Verde";2939,61;1776,20;1279,41;1100,69;1606,92;1136,33;1441,39;3023,74;1591,37;3267,69;1828,27;1502,37;2355,24;2807,56;1873,43;1284,19;2191,80;1762,53;3302,42;1622,75;2051,74;2995,48;4042,17;2272,88;2260,68;2411,84;2423,35;2730,67;2046,65;5196,12;4746,04;5169,16;4854,90;5495,33;7545,09;2279,88;98215,89
"315730 Santa Bárbara do Tugúrio";8299,18;10521,79;11312,82;9780,60;9818,35;9826,93;10743,70;11041,26;15268,91;19963,36;12795,41;17748,07;14180,68;15619,04;17188,98;16616,29;14571,96;14589,34;16971,40;15674,71;16168,88;17571,86;14880,45;16881,67;13607,00;14599,69;17597,66;15214,75;19831,92;18983,62;19939,45;19520,85;19954,95;19828,62;19589,26;16653,44;553356,85
"315733 Santa Cruz de Minas";19150,46;13772,39;12807,71;14969,89;14964,45;15483,82;13801,27;18014,66;14831,06;15789,36;13072,31;20420,93;21565,47;16457,64;17730,86;14015,55;19975,72;16530,49;19438,47;16730,55;19498,55;18235,41;17865,45;24983,47;25306,38;20011,32;27019,53;23652,77;23629,95;17531,63;17371,91;21712,89;22132,87;24780,82;24030,76;27530,83;684817,60
"315737 Santa Cruz de Salinas";2151,08;755,49;1994,84;4178,21;1139,01;1845,06;3275,98;2399,85;4384,37;3412,95;2638,58;2250,86;2268,78;677,13;3362,36;3258,74;6790,91;7520,39;9419,48;9185,80;10297,77;9114,23;8032,68;6468,14;7210,91;7698,56;16675,00;8514,57;8194,07;6785,30;3582,61;5484,66;4030,01;8201,63;4171,97;9000,40;196372,38
"315740 Santa Cruz do Escalvado";22206,53;16184,00;12833,86;17310,93;15852,58;14886,37;11752,97;16579,85;17874,96;18075,21;16831,79;18517,46;15519,61;14961,43;14288,20;12541,57;12720,98;12810,12;12820,69;14485,80;15383,96;8993,27;8867,68;8446,34;6047,30;6189,88;6904,20;10934,26;11359,21;14982,83;10945,58;11938,70;9567,30;9397,49;9307,71;9080,46;467401,08
"315750 Santa Efigênia de Minas";3879,39;5391,92;5728,15;6176,45;6377,36;7787,98;6872,38;4105,31;4493,86;597,95;2750,13;6098,07;6045,27;1340,35;2100,53;897,25;3697,63;6919,72;5089,98;2991,58;1126,98;4100,24;6142,14;6444,76;6751,67;6799,13;6925,50;6970,70;6650,34;6123,09;8021,61;6220,14;6362,08;6602,55;4664,88;3566,91;182813,98
"315760 Santa Fé de Minas";5080,15;8685,21;6217,11;6273,66;9016,26;7097,76;6096,88;4894,55;6658,23;3907,11;5056,34;4803,13;5931,52;6987,28;4950,99;4106,22;3762,25;4871,32;5824,78;4505,87;5163,36;4404,69;3951,15;5266,53;4135,41;2661,31;2706,85;3322,17;6385,73;2910,31;1331,69;1311,98;4527,98;4940,74;7665,91;4874,21;180286,64
"315765 Santa Helena de Minas";451,57;121,00;1154,15;1056,57;5865,85;1174,90;2043,19;1772,46;1956,32;2097,25;2305,99;1685,61;2109,65;1741,16;649,49;3479,45;2737,64;2256,80;2556,40;5329,07;3777,76;4646,45;3514,71;12928,14;3318,27;3418,17;4559,39;2383,39;4932,30;5213,24;4590,54;2443,52;7247,14;6939,66;6802,50;8398,28;127657,98
"315770 Santa Juliana";14001,07;10908,36;8949,26;8332,36;10349,12;8934,04;9534,99;12588,15;15539,93;17287,02;20600,39;15980,00;15223,58;13668,79;11338,85;12853,28;13560,69;15808,31;13597,09;14436,77;21242,86;15258,30;11598,83;12692,75;15768,79;18493,43;15932,54;16473,37;15780,40;15701,80;16019,80;20484,45;20001,81;27740,02;29966,92;28354,92;565003,04
"315780 Santa Luzia";432820,08;380664,14;409062,48;456242,11;435881,60;450157,21;491602,78;475710,82;522461,98;507141,52;463014,93;485778,00;521355,91;459084,91;509477,83;502058,57;516800,07;503311,85;573308,36;538411,39;633173,07;642929,00;673254,95;582238,47;617302,20;571673,95;625874,74;610251,18;602956,50;581026,45;542757,61;515438,15;493074,76;576502,92;586773,89;531851,96;19021426,34
"315790 Santa Margarida";35517,61;24951,79;33803,45;29575,05;39699,89;36607,86;43290,27;47602,61;50141,31;52284,93;53752,59;52078,91;44885,24;45607,45;44668,14;49389,41;47474,34;49689,14;50809,01;56679,02;52422,34;46291,00;40712,24;55010,54;51765,70;37775,39;51110,27;55231,64;57856,28;61088,52;58425,78;57002,14;65622,04;56111,00;55882,02;67394,73;1758209,65
"315800 Santa Maria de Itabira";25179,12;23853,02;27190,74;24660,57;30948,53;24758,07;27165,40;26765,53;24299,44;23255,75;27004,18;27493,70;23892,72;26563,65;28095,24;33425,02;30539,04;29678,99;30797,12;30304,65;31051,97;27644,42;24916,36;30508,18;25339,29;26660,27;28992,10;28095,19;31751,28;31884,70;29394,45;27507,50;23756,19;27220,88;28317,85;24325,62;993236,73
"315810 Santa Maria do Salto";1343,17;2489,04;2588,02;4990,29;8778,06;4415,66;7572,75;4240,92;3996,25;4269,73;4679,24;4322,22;4817,92;4175,70;6130,03;7924,86;8009,59;6490,21;6270,30;6354,90;4355,12;4538,21;4012,61;4574,56;4367,84;3810,20;4921,05;4311,24;4678,65;4545,61;4339,58;4363,74;4637,60;4616,34;4564,37;5062,67;175558,25
"315820 Santa Maria do Suaçuí";7737,67;6357,11;12447,00;7139,18;8964,65;6395,16;8957,53;9073,54;8167,16;13954,56;8467,08;10485,99;6774,34;6829,17;10827,28;7695,13;7306,32;12833,44;9973,38;10792,70;14459,59;15444,04;15403,89;14110,21;16789,68;13238,62;15184,09;14125,64;18470,76;15487,83;18640,80;21777,34;27723,82;24009,39;19769,72;21681,10;467494,91
"315920 Santa Rita de Caldas";28552,81;27803,56;27419,31;28213,47;38074,39;37976,57;30588,63;41828,80;28751,41;32222,05;31815,49;35819,82;30544,92;28628,35;32204,47;41785,62;31953,69;35195,54;36249,83;30009,28;38189,70;38205,59;51902,86;35807,73;28337,20;28182,28;34086,85;32477,73;31448,43;34604,03;32179,33;26960,43;30645,87;25226,69;33505,94;34314,62;1191713,29
"315940 Santa Rita de Ibitipoca";4654,06;4328,92;4408,90;4383,79;5587,51;7232,08;6882,64;6497,50;7240,36;6932,73;6965,02;8749,47;9670,29;6729,36;6472,37;7672,18;8193,05;7740,59;9819,45;11875,52;7219,75;4955,51;5119,94;5673,46;5370,67;6645,96;9236,66;6176,75;9253,76;6304,28;6911,79;5912,76;6353,56;4358,27;5601,10;5967,54;243097,55
"315930 Santa Rita de Jacutinga";9922,43;10790,72;10678,47;8928,00;11109,26;9674,28;9566,19;15708,56;24994,80;24183,11;23387,51;21051,28;18627,77;19295,22;15375,10;27860,82;22766,80;19361,27;20838,49;20711,56;22890,88;24993,15;19243,06;17084,62;22506,08;22909,59;25949,82;26993,61;25697,75;23475,88;19381,87;15683,04;13386,71;15066,07;18070,58;23646,73;681811,08
"315935 Santa Rita de Minas";17918,44;17036,17;15881,55;16561,31;18013,30;15987,74;9176,13;18242,20;18924,06;16550,95;17069,85;15687,58;16240,41;12354,95;16872,78;12086,32;10979,70;11958,34;13600,83;14888,07;14735,59;16815,00;16546,50;18595,32;18959,04;14638,89;19453,80;16408,96;19546,42;23795,67;19511,66;17291,18;22143,13;17140,79;20758,16;15442,34;597813,13
"315950 Santa Rita do Itueto";4567,35;3947,35;4573,57;5034,37;6462,32;4767,35;5670,41;6139,52;5987,77;4715,63;3295,53;4604,93;3269,51;3581,96;3000,99;3713,07;3299,12;3690,97;3527,92;3626,13;5715,63;7773,93;7917,48;7646,24;7004,82;7056,85;9392,33;8882,62;6693,68;7193,45;7659,07;6795,87;7548,51;8082,56;8647,74;8330,65;209817,20
"315960 Santa Rita do Sapucaí";132715,85;136075,24;134091,22;152993,74;148482,85;156674,31;162632,44;171708,82;140848,86;175814,86;182412,80;174521,75;178201,91;177748,75;183295,20;194384,64;191280,98;214088,14;200894,13;193465,80;201001,51;202550,47;203262,08;200433,75;193797,32;222025,79;207445,59;175609,25;215671,80;177565,40;178350,59;170864,48;179956,96;186272,25;176699,17;188650,96;6482489,66
"315970 Santa Rosa da Serra";5162,97;2038,22;2366,79;2451,45;2676,81;4465,54;2601,79;3943,81;4668,56;2304,15;4994,38;3566,16;5359,97;6925,55;2203,62;3664,24;3712,94;3497,89;5858,09;6941,96;7448,84;5303,84;2303,59;5989,46;6172,69;5423,79;4217,56;3547,62;4318,76;7283,35;3052,49;5050,98;3966,54;5501,27;2714,79;8056,05;159756,51
"315980 Santa Vitória";52896,11;54676,30;58079,56;65352,23;62460,02;61741,66;79449,00;66426,71;67141,34;62627,74;64456,50;71118,79;79945,09;88446,49;81661,94;78278,83;97108,37;90421,31;85975,24;87121,06;88478,26;93520,35;87486,02;77434,22;77925,63;79538,51;72881,02;77704,76;82247,99;75162,39;75819,97;72266,88;77862,96;85166,76;85271,00;82126,86;2746277,87
"315830 Santana da Vargem";30563,25;34088,86;33658,00;28895,00;34221,85;36395,18;26754,01;39780,57;34905,75;35896,61;36050,29;34703,11;42461,68;34023,51;43290,35;36046,93;40664,82;38320,81;49726,00;53562,69;50098,97;45301,34;48749,89;53394,20;47655,34;42925,33;47142,22;43762,18;52547,85;37865,52;42402,80;42733,13;51962,83;50344,58;44583,92;45004,15;1490483,52
"315840 Santana de Cataguases";13107,95;10449,48;14974,58;14570,36;12214,29;9051,29;9110,63;9024,80;9840,93;12423,47;15094,26;18174,74;13506,36;15047,65;12944,05;12540,99;11666,72;15028,55;14260,44;14601,83;19311,23;19123,38;14160,53;14468,41;11834,77;13742,81;13876,52;13234,28;15300,43;14869,32;12050,18;15416,94;14019,11;11999,44;10383,92;18160,71;489585,35
"315850 Santana de Pirapama";5118,67;3059,78;7028,48;4688,98;5585,49;7564,46;8047,08;9383,96;9184,04;7079,96;7462,51;7130,89;9862,63;10031,49;19387,63;13427,42;11746,03;13998,48;15970,64;16007,50;18168,69;13731,27;13487,95;16444,19;16090,89;14411,18;16572,34;21407,05;20929,33;19574,96;11658,21;15760,64;17834,95;16852,65;20675,41;26835,69;472201,52
"315860 Santana do Deserto";17902,18;16414,95;12002,02;12612,23;14521,13;17710,79;8629,28;9346,09;9141,57;10778,68;10342,76;9540,42;8698,54;7510,51;9380,14;8148,35;8644,01;12104,31;12299,84;10284,73;8666,29;12024,77;10845,25;6578,32;8486,63;8103,94;12336,19;11195,06;11903,74;8628,19;15695,42;17153,42;13280,89;12208,07;11040,20;8123,72;402282,63
"315870 Santana do Garambéu";5367,74;4830,05;5503,05;7410,08;5021,56;4115,06;3375,25;3431,78;3489,27;1339,26;744,93;1687,83;3308,95;3803,54;4365,10;4165,30;4827,59;5757,14;7620,77;5323,54;3184,58;4068,90;2985,08;2895,52;2296,44;2473,69;4288,77;4916,90;5079,80;3607,19;3313,58;2438,09;6972,10;3586,62;4805,00;7059,41;149459,46
"315880 Santana do Jacaré";6098,05;7479,50;3931,92;10219,61;7605,16;3434,71;5930,95;4420,71;4908,07;3511,73;6663,18;11570,90;7808,15;4081,17;8109,13;9908,85;10579,82;8835,12;6167,72;5156,55;5345,95;6125,53;6712,35;6416,51;5850,56;8543,00;13906,17;6043,37;8513,87;12761,45;12784,59;7667,70;6636,62;8061,42;5685,01;6987,46;264462,56
"315890 Santana do Manhuaçu";21846,71;19352,85;21953,01;17096,76;18516,43;21382,79;18035,32;18046,95;20885,53;19868,64;19152,97;19288,30;17649,44;18417,16;23102,10;25804,84;25037,41;24462,68;22638,52;23164,56;24240,21;24036,89;20287,96;20391,60;23302,53;23407,64;27574,34;28636,33;28527,31;20265,87;26206,48;26557,11;25249,81;28597,89;21385,40;30756,20;815126,54
"315895 Santana do Paraíso";23733,95;23916,45;24676,15;26948,91;26663,22;33742,46;34686,44;30757,61;30739,62;31081,46;31877,25;36548,55;34551,76;33165,66;39349,08;41120,29;38259,10;41946,69;44257,20;42350,05;45316,39;46666,99;50950,99;49787,75;54650,24;51603,80;59231,81;57296,75;64675,13;71803,08;62093,99;65654,57;64983,87;60442,87;58895,26;55683,96;1590109,35
"315900 Santana do Riacho";3137,94;1859,14;2468,42;1707,90;566,84;4204,91;2899,24;3878,11;4090,06;4890,46;4075,58;3877,30;7325,87;5231,90;5384,80;5193,98;5134,08;4227,74;6083,88;5614,54;6702,16;5768,57;5775,15;5123,36;5091,08;3203,01;5470,40;4927,72;3760,19;5642,23;3454,49;4669,27;5178,50;3872,64;5467,67;5293,66;161252,79
"315910 Santana dos Montes";5317,60;4190,21;2084,85;2610,05;3598,64;3741,07;2582,77;3176,32;2374,61;2190,54;4216,69;1438,90;2387,14;2028,95;2785,27;3415,56;2423,16;3900,96;2849,62;3171,82;3258,12;8305,51;6802,85;7665,40;6619,77;7865,98;8654,64;7760,35;10802,22;11159,45;8410,47;8067,50;7710,86;7064,86;7961,59;6144,01;184738,31
"315990 Santo Antônio do Amparo";64380,24;76570,50;84331,88;65506,20;69424,07;62259,60;71693,47;63016,00;68894,24;68852,22;61476,49;62483,39;44113,75;44994,91;46177,78;82415,09;74695,92;67959,84;81589,58;75925,91;70082,13;78662,80;82596,13;74422,85;85692,89;81664,06;100587,46;80739,65;88571,05;73799,63;69014,93;80978,73;74579,24;103725,09;83874,42;76545,40;2642297,54
"316000 Santo Antônio do Aventureiro";768,29;760,35;6059,07;2984,89;3468,31;8024,75;9488,05;11246,51;9261,47;10701,03;7602,86;10166,53;12554,09;12167,47;13790,34;11929,78;15227,60;18517,08;18876,35;13879,73;12652,53;16782,94;14844,64;14110,15;6666,03;13965,27;16094,00;15617,39;14174,60;14489,11;9533,91;9413,84;13874,64;9850,58;12032,58;12005,52;403582,28
"316010 Santo Antônio do Grama";20781,22;16563,39;18784,25;18479,57;24062,85;19806,42;17317,83;19157,80;15760,54;16802,34;15451,91;16529,00;16292,91;16661,36;17243,58;16541,02;18045,27;14590,08;15857,95;14708,26;16245,29;19715,41;18967,69;18186,71;17756,24;25564,29;22342,34;23029,38;22193,84;27770,12;21764,08;23672,21;21720,28;25796,81;24284,73;24449,90;702896,87
"316020 Santo Antônio do Itambé";6514,79;6297,18;6325,18;4098,89;4081,30;6134,14;6163,36;6901,61;9691,79;8689,68;14285,69;6522,27;8676,46;10226,05;7414,02;10508,42;7071,92;10187,52;6656,98;2383,54;8307,31;2802,63;4281,66;2243,52;4045,55;2159,15;5634,14;5851,84;6603,55;6612,17;7804,17;8898,07;6854,78;10119,76;13389,29;7457,26;251895,64
"316030 Santo Antônio do Jacinto";4447,44;5118,19;7912,12;6801,43;8605,40;8875,00;8379,77;7149,52;7078,35;7037,80;10220,74;11138,74;13053,21;11461,93;13356,08;12871,41;12214,90;12206,71;16166,97;10994,51;12542,54;12857,62;13367,61;10748,98;13286,50;12020,35;14840,05;12994,35;15456,00;12378,10;10897,77;11548,02;12787,99;31450,30;19871,08;16953,80;429091,28
"316040 Santo Antônio do Monte";92062,80;94199,98;108344,79;98053,25;85016,38;98650,03;95201,67;92399,36;92094,53;94510,81;90709,61;95475,09;83608,90;86657,02;92128,11;91388,76;90741,03;104025,18;101091,13;107717,52;115329,96;105458,62;108892,15;102537,96;115932,14;109989,96;105587,54;103922,48;108122,96;95382,40;100794,89;100370,35;113839,27;122056,91;113052,17;110291,89;3625637,60
"316045 Santo Antônio do Retiro";1140,34;1861,09;3161,58;3740,27;2560,91;5616,48;2184,07;4751,54;7465,23;8210,49;5209,29;7676,02;5111,53;3216,49;4425,87;3309,97;5910,16;4670,76;5770,64;5360,79;6081,43;7158,65;19650,76;5671,68;3484,42;4024,11;6185,29;4948,81;6015,62;5472,44;6711,65;7885,54;7319,44;10008,75;13457,14;15261,57;220690,82
"316050 Santo Antônio do Rio Abaixo";2950,39;1353,11;981,78;291,13;467,59;718,04;823,57;576,62;509,15;384,41;204,91;1115,00;2372,15;3212,61;2587,16;5453,69;5990,90;5882,85;5948,67;6344,08;2630,09;3569,90;3711,30;4965,14;3444,22;3630,16;4409,34;6605,74;4378,49;3143,38;2434,01;1826,18;1616,82;3281,94;2552,88;2541,49;102908,89
"316060 Santo Hipólito";7161,14;7623,54;7477,57;8921,93;7350,05;8484,80;9229,71;6536,24;8250,22;10913,95;5819,13;9544,00;8751,30;11385,41;11183,82;12841,24;9781,85;10224,10;8013,20;9357,27;9766,83;11067,54;7501,11;10337,62;6164,12;6903,09;8317,03;8841,78;8427,74;8011,91;6051,94;8105,76;7979,20;9727,99;9351,04;10144,65;315549,82
"316070 Santos Dumont";192760,73;183263,14;183444,87;232287,95;206111,89;185437,58;198902,40;182587,35;184564,74;197796,53;176870,31;210908,55;175374,41;151754,67;199657,95;173784,81;170214,34;185257,95;213569,19;211687,04;218475,14;220771,98;217623,71;206359,21;193652,00;193936,55;209213,34;203363,07;222170,40;212718,38;423456,61;422541,17;251155,81;193165,29;191659,39;201206,59;7597705,04
"316080 São Bento Abade";15374,27;13417,07;14570,47;16455,18;16906,39;20085,61;21033,81;17626,18;15487,00;18769,59;16613,14;21996,26;21349,48;23201,78;24700,88;20878,21;23184,74;24056,78;21433,64;19648,07;20025,19;20340,66;19928,20;21757,87;23526,28;16281,28;16940,66;20665,88;16297,32;14375,14;13564,71;12558,62;14601,95;6438,89;15708,58;14938,04;654737,82
"316090 São Brás do Suaçuí";10150,50;11035,00;13160,81;15764,89;22582,76;13755,18;18953,81;17688,52;20806,14;17272,96;16544,27;17749,92;20451,40;17893,92;19633,64;23268,03;23592,22;23675,81;17237,09;16734,93;14291,55;19469,93;28668,72;16939,96;16397,97;15693,83;17405,26;17127,32;17740,96;17793,65;16321,48;15617,82;11378,25;17328,11;16881,09;18878,26;635885,96
"316095 São Domingos das Dores";4915,93;7255,84;1595,57;6304,00;6630,42;5065,83;6714,63;6412,25;4980,06;4598,66;3565,67;3104,82;2798,84;3831,09;6509,88;1637,76;2367,97;6634,59;4962,32;10739,91;8350,58;5187,20;8765,81;8591,50;11582,50;10731,61;6138,57;5509,70;9006,69;16187,16;9919,56;8931,93;9440,75;6638,90;12906,71;17253,95;255769,16
"316100 São Domingos do Prata";43306,21;43672,70;42491,00;40481,86;39049,57;42244,41;47817,62;44152,95;43805,38;51749,52;47098,89;51137,09;55509,55;42459,70;47644,13;54278,73;48894,78;49833,82;51683,07;52357,94;43119,48;71006,82;57615,33;55850,75;56529,66;37448,46;47096,93;52674,60;59465,90;70608,33;67034,67;256671,23;73906,82;83365,16;79539,64;82837,65;2134440,35
"316105 São Félix de Minas";4588,90;2358,49;3130,49;2849,04;2618,15;4965,36;7181,99;5125,74;2680,64;6028,47;3726,78;2873,53;2238,13;2238,47;3320,62;3957,59;2401,68;3035,14;11915,60;4199,92;6252,34;2835,55;2684,21;6755,26;2202,74;7051,26;3689,60;7183,74;4544,46;3437,90;3361,65;6199,29;5257,48;2979,39;4016,93;5175,45;155061,98
"316110 São Francisco";74344,63;75645,65;82039,88;86027,65;87699,24;72940,87;79714,74;84830,70;94935,04;83076,27;77832,98;85152,54;71665,54;69844,71;79294,11;91550,03;78921,93;82645,22;107741,34;85060,71;85012,66;83245,33;73226,99;79036,01;81119,48;78637,91;81790,08;86630,65;86809,57;90579,33;96073,96;78554,62;92865,22;101281,97;106007,91;92094,62;3043930,09
"316120 São Francisco de Paula";8872,42;8048,32;9992,01;14304,62;13756,56;11460,48;11657,83;10066,19;10707,17;14289,13;8826,77;10780,67;15189,23;12849,56;10701,76;10840,97;16731,00;13830,59;10282,30;11302,82;10927,49;12567,08;18119,80;14790,62;12925,92;11489,96;20913,48;15662,60;13635,77;15160,36;11865,88;10684,05;13499,12;18490,19;15851,12;14921,92;465995,76
"316130 São Francisco de Sales";5678,00;6569,98;9768,92;7178,21;12849,25;12805,03;11955,47;8955,94;9894,39;10338,95;6420,52;7714,64;9192,94;5802,04;10553,72;9103,25;14304,80;15207,56;13806,05;13370,29;14354,13;16129,71;18208,68;18244,85;15763,30;206939,59;18775,54;17793,18;14683,64;16568,49;14639,80;17522,36;12314,56;9585,65;11477,69;6832,36;631303,48
"316140 São Francisco do Glória";15902,66;15397,85;11986,18;10871,30;9860,30;9638,12;11092,67;12678,50;14143,39;16860,19;12906,26;9913,05;10365,20;13729,10;18421,58;18259,98;17498,64;19722,30;19065,39;21341,47;19712,04;21586,68;24327,50;20726,15;22060,82;24875,77;31852,45;30653,57;32617,18;30598,78;23961,14;24571,86;24614,01;26031,53;22390,38;26614,24;696848,23
"316150 São Geraldo";19222,23;19904,35;17329,41;21641,19;21617,78;17101,55;20029,05;21317,23;22611,88;13391,62;14684,41;19084,08;20594,72;21976,10;25217,12;23573,58;30345,82;27881,58;26702,70;46951,24;36487,07;35835,91;33826,33;37026,65;24015,26;26615,39;32097,35;30955,08;33797,79;27454,87;24066,73;28125,48;27991,32;25319,51;27233,77;28882,30;930908,45
"316160 São Geraldo da Piedade";10678,60;7876,67;11420,98;15741,98;13280,20;11361,82;13334,12;15576,07;11676,48;12125,87;14184,42;10673,78;11869,97;10323,02;10590,74;8611,82;13342,86;15274,27;16873,99;19044,80;13274,80;14202,68;22708,86;31593,33;24262,11;24323,40;24222,51;24803,24;26511,85;15844,53;15916,27;15469,80;20564,16;21012,04;17964,29;20025,15;586561,48
"316165 São Geraldo do Baixio";2258,97;1354,65;2547,64;5688,58;4877,76;7301,67;5833,69;7368,38;7881,07;7841,98;4285,52;6483,16;4794,92;3745,38;5191,82;5751,55;3703,22;3912,40;6259,73;3466,77;5369,84;5428,91;4020,49;4696,07;5965,97;1947,29;4094,83;3047,56;4852,65;6338,91;2098,32;1127,54;3175,20;1619,85;839,12;1208,04;156379,45
"316170 São Gonçalo do Abaeté";11944,09;10693,57;8306,96;7202,65;7124,94;9234,56;10009,15;9896,53;13436,91;10357,88;12610,64;9682,66;11167,40;7990,71;9927,11;10167,93;13641,94;13719,42;10897,07;12388,95;9531,29;10946,39;11224,47;7127,15;6966,25;7163,23;8549,10;8437,07;10235,88;13608,11;11231,90;7184,11;8159,16;10585,04;17752,02;11167,56;370269,80
"316180 São Gonçalo do Pará";18352,00;18648,78;19211,53;25658,06;22271,76;27656,23;31000,81;34614,87;41496,53;40528,16;37833,06;35327,80;34776,51;34761,66;31310,78;30560,78;28050,33;31097,78;34385,63;34213,60;27281,87;37520,34;36790,87;33163,23;38895,31;36191,67;36651,45;32103,96;36119,25;33702,85;37307,54;36616,73;46365,67;42230,58;38579,41;41854,13;1203131,52
"316190 São Gonçalo do Rio Abaixo";11390,82;14178,67;12440,21;12484,32;18795,16;21971,03;17645,69;14802,70;20974,53;16672,37;15505,11;15151,00;12204,48;14340,79;15277,55;15431,99;14214,15;13766,04;15349,89;12777,26;15475,74;18715,98;14779,68;20935,81;17598,24;16597,18;28599,58;20181,55;18870,40;17708,07;14965,94;16610,36;16812,45;19550,98;19745,82;16460,98;598982,52
"312550 São Gonçalo do Rio Preto";5189,66;6971,64;5861,11;3778,77;4416,53;2427,97;3564,08;4544,74;6053,92;4999,23;6383,77;7929,89;5927,63;5321,25;8045,21;6063,40;8341,18;8811,09;8496,11;9148,82;7770,01;11151,02;19300,60;9523,50;8189,28;7908,17;9355,90;10755,36;5881,04;6917,49;5404,47;6633,69;5583,42;9587,69;10023,76;11358,76;267620,16
"316200 São Gonçalo do Sapucaí";59956,33;65393,64;73765,98;64545,36;68280,03;78492,62;68228,59;79195,59;65032,13;73112,88;69552,45;79259,45;80209,78;73448,48;77334,13;76332,37;96319,59;78432,21;92846,92;84964,78;85106,21;69155,58;98804,09;82390,23;83370,18;83888,52;82576,49;82562,35;76195,39;63419,24;68796,27;74270,06;65429,67;71745,68;73119,36;70652,49;2736185,12
"316210 São Gotardo";76105,57;65137,91;61868,89;39764,51;75886,04;78613,23;64854,98;64662,87;69012,91;73475,02;75042,18;48155,42;75438,29;54685,51;76705,24;59859,00;67743,53;65638,59;68484,96;68102,39;66082,73;73662,56;71809,93;65885,14;64355,71;68074,58;77818,94;61146,82;78579,80;79243,73;79799,97;67071,37;62506,56;121180,28;82440,16;70369,33;2519264,65
"316220 São João Batista do Glória";30911,02;30728,02;30404,75;28999,46;32759,89;30845,44;31712,27;39622,71;37025,05;35688,25;37774,52;34298,47;39922,11;38384,25;44072,94;38468,26;41362,29;48393,36;55192,81;42421,87;42976,09;48620,15;54561,23;83386,68;43465,53;44651,43;66746,47;39897,29;47455,33;38917,87;33429,37;35821,97;31172,34;36551,64;38939,10;30666,83;1466247,06
"316225 São João da Lagoa";442,32;665,37;820,53;4436,94;3884,39;3531,36;1116,70;1272,70;3897,65;699,95;1079,80;2133,38;1680,78;801,31;2214,14;1209,10;8097,19;8485,24;8941,93;13795,23;7235,66;7098,77;7077,63;13443,43;15993,94;10160,37;7750,29;11079,85;6550,97;7348,52;3070,33;2774,62;6989,00;3210,80;2212,90;12426,80;193629,89
"316230 São João da Mata";3121,30;1731,37;4936,28;6548,38;6296,02;9228,51;4272,96;5089,75;5331,44;4598,81;4631,84;4649,28;8146,09;5450,09;4423,16;4797,12;7798,61;7899,99;9898,94;16331,72;8006,56;9573,26;11157,92;10471,54;5379,01;8259,16;7959,26;8101,17;10187,13;8275,69;8160,63;7912,17;10335,29;9054,93;9472,58;11373,06;268861,02
"316240 São João da Ponte";40559,46;44475,94;44978,59;38288,36;37523,86;39766,72;47537,76;49430,85;46715,62;46623,39;41791,54;41956,69;48012,90;48322,30;53055,78;50559,38;56622,24;49216,45;51062,57;51706,60;54706,92;63456,21;55993,64;44364,36;50246,07;49559,19;48513,15;49444,29;56916,00;55734,44;56616,63;49692,38;49792,47;45150,49;47219,15;58868,94;1764481,33
"316245 São João das Missões";5658,35;7466,30;8263,25;10194,55;6990,38;5566,79;6135,18;5897,74;7071,48;3076,03;2581,25;2910,57;3127,79;3932,96;3158,42;6334,96;3628,72;3306,79;4262,62;2674,71;6260,31;6472,71;6358,06;5519,38;7515,63;4373,92;4366,53;3223,37;3958,57;9015,49;11810,45;8953,94;13415,41;12843,10;11534,03;11714,43;229574,17
"316250 São João del Rei";328422,21;375331,55;380299,42;365214,55;390755,93;375382,31;359832,02;407337,89;404778,41;390878,36;363986,35;387983,66;370974,39;356373,88;403056,80;366211,03;401296,33;398524,53;401173,19;407634,70;397024,67;406721,92;424812,23;415085,83;389128,60;382130,78;436766,32;378121,94;407949,57;398211,48;370651,19;371795,11;396491,03;424505,67;413831,39;435603,37;14084278,61
